undl_id,symbol,session,date,year,body,draft,committee_report,meeting,title,agenda_title,subjects,vote_note,yes,no,abstain,nonvoting,total,n_rollcall,c3_source,record_url
626822,A/RES/36/56A,36,1981-11-25,1981,General Assembly,,A/36/661,A/36/PV.73,Human rights and scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,,,119,0,24,14,157,157,agenda,https://digitallibrary.un.org/record/626822
610328,A/RES/37/39,37,1982-12-03,1982,General Assembly,,A/37/579,A/37/PV.90,"Adverse consequences for the enjoyment of human rights of political, military, economic and other forms of assistance given to the racist and colonialist regime of South Africa : resolution / adopted by the General Assembly","Adverse consequences for the enjoyment of human rights of political, military, economic and other forms of assistance given to colonial and racist regimes in southern Africa.",,,121,10,14,12,157,157,agenda,https://digitallibrary.un.org/record/610328
615330,A/RES/37/40,37,1982-12-03,1982,General Assembly,,A/37/595,A/37/PV.90,Implementation of the Programme for the Decade for Action to Combat Racism and Racial Discrimination : resolution / adopted by the General Assembly,Implementation of the Programme for the Decade for Action to Combat Racism and Racial Discrimination.,,,122,19,5,11,157,157,agenda,https://digitallibrary.un.org/record/615330
615709,A/RES/37/43,37,1982-12-03,1982,General Assembly,,A/37/580,A/37/PV.90,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights.,,,120,17,6,14,157,157,agenda,https://digitallibrary.un.org/record/615709
616483,A/RES/37/47,37,1982-12-03,1982,General Assembly,,A/37/581,A/37/PV.90,Status of the International Convention on the Suppression and Punishment of the Crime of Apartheid : resolution / adopted by the General Assembly,Status of the International Convention on the Suppression and Punishment of the Crime of Apartheid.,,,124,1,22,10,157,157,agenda,https://digitallibrary.un.org/record/616483
625468,A/RES/37/189A,37,1982-12-18,1982,General Assembly,,A/37/716,A/37/PV.111,Human rights and scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,,,110,0,24,23,157,157,agenda,https://digitallibrary.un.org/record/625468
625469,A/RES/37/189B,37,1982-12-18,1982,General Assembly,,A/37/716,A/37/PV.111,Human rights and scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,,,113,0,21,23,157,157,agenda,https://digitallibrary.un.org/record/625469
625470,A/RES/37/199,37,1982-12-18,1982,General Assembly,,A/37/693,A/37/PV.111,Alternate approaches and ways and means within the United Nations system for improving the effective enjoyment of human rights and fundamental freedoms : resolution / adopted by the General Assembly,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms.,,,113,1,26,17,157,157,agenda,https://digitallibrary.un.org/record/625470
625693,A/RES/37/200,37,1982-12-18,1982,General Assembly,,A/37/693,A/37/PV.111,Further promotion and protection of human rights and fundamental freedoms : resolution / adopted by the General Assembly,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms.,,,81,38,20,18,157,157,agenda,https://digitallibrary.un.org/record/625693
278640,A/RES/38/17,38,1983-11-22,1983,General Assembly,,A/38/542,A/38/PV.66,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights.,SELF-DETERMINATION OF PEOPLES,,104,17,6,31,158,158,agenda,https://digitallibrary.un.org/record/278640
278641,A/RES/38/19,38,1983-11-22,1983,General Assembly,,A/38/543,A/38/PV.66,Status of the International Convention on the Suppression and Punishment of the Crime of Apartheid : resolution / adopted by the General Assembly,Status of the International Convention on the Suppression and Punishment of the Crime of Apartheid.,,,110,1,23,24,158,158,agenda,https://digitallibrary.un.org/record/278641
278642,A/RES/38/25,38,1983-11-22,1983,General Assembly,,A/38/572,A/38/PV.66,National experience in achieving far-reaching social and economic changes for the purpose of social progress : resolution / adopted by the General Assembly,World social situation.,SOCIAL CONDITIONS,,131,1,8,18,158,158,agenda,https://digitallibrary.un.org/record/278642
278721,A/RES/38/112,38,1983-12-16,1983,General Assembly,,A/38/684,A/38/PV.100,Human rights and scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,SCIENCE AND TECHNOLOGY--HUMAN RIGHTS,,125,0,22,11,158,158,agenda,https://digitallibrary.un.org/record/278721
278722,A/RES/38/113,38,1983-12-16,1983,General Assembly,,A/38/684,A/38/PV.100,Human rights and use of scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,SCIENCE AND TECHNOLOGY--HUMAN RIGHTS,,123,0,23,12,158,158,agenda,https://digitallibrary.un.org/record/278722
278723,A/RES/38/124,38,1983-12-16,1983,General Assembly,,A/38/690,A/38/PV.100,Alternative approaches and ways and means within the United Nations system for improving the effective enjoyment of human rights and fundamental freedoms : resolution / adopted by the General Assembly,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms.,HUMAN RIGHTS--ADVANCEMENT,,132,1,13,12,158,158,agenda,https://digitallibrary.un.org/record/278723
278842,A/RES/39/15,39,1984-11-23,1984,General Assembly,,A/39/654,A/39/PV.71,"Adverse consequences for the enjoyment of human rights of political, military, economic and other forms of assistance given to the racist and colonialist régime of South Africa : resolution / adopted by the General Assembly","Adverse consequences for the enjoyment of human rights of political, military, economic and other forms of assistance given to the racist and colonialist régime of South Africa.",SOUTH AFRICA--FOREIGN INTERESTS,,120,10,14,15,159,159,agenda,https://digitallibrary.un.org/record/278842
278843,A/RES/39/17,39,1984-11-23,1984,General Assembly,,A/39/657,A/39/PV.71,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights.,SELF-DETERMINATION OF PEOPLES,,121,17,7,14,159,159,agenda,https://digitallibrary.un.org/record/278843
278933,A/RES/39/133,39,1984-12-14,1984,General Assembly,,A/39/705,A/39/PV.101,Human rights and scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,SCIENCE AND TECHNOLOGY--HUMAN RIGHTS,,127,0,21,11,159,159,agenda,https://digitallibrary.un.org/record/278933
278934,A/RES/39/134,39,1984-12-14,1984,General Assembly,,A/39/705,A/39/PV.101,Human rights and use of scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,SCIENCE AND TECHNOLOGY--HUMAN RIGHTS,,124,6,17,12,159,159,agenda,https://digitallibrary.un.org/record/278934
278935,A/RES/39/137,39,1984-12-14,1984,General Assembly,,A/39/707,A/39/PV.101,Elaboration of a 2nd Optional Protocol to the International Covenant on Civil and Political Rights Aiming at the Abolition of the Death Penalty : resolution / adopted by the General Assembly,International covenants on human rights.,HUMAN RIGHTS--COVENANTS (1966),,64,19,55,21,159,159,agenda,https://digitallibrary.un.org/record/278935
278937,A/RES/39/145,39,1984-12-14,1984,General Assembly,,A/39/711,A/39/PV.101,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms : resolution / adopted by the General Assembly,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms.,HUMAN RIGHTS--ADVANCEMENT,,131,2,12,14,159,159,agenda,https://digitallibrary.un.org/record/278937
279743,A/RES/40/25,40,1985-11-29,1985,General Assembly,,A/40/863,A/40/PV.96,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights.,SELF-DETERMINATION OF PEOPLES,,118,17,9,15,159,159,agenda,https://digitallibrary.un.org/record/279743
279744,A/RES/40/27,40,1985-11-29,1985,General Assembly,,A/40/914,A/40/PV.96,Status of the International Convention on the Suppression and Punishment of the Crime of Apartheid : resolution / adopted by the General Assembly,Elimination of all forms of racial discrimination.,,,120,1,24,14,159,159,agenda,https://digitallibrary.un.org/record/279744
279745,A/RES/40/28,40,1985-11-29,1985,General Assembly,,A/40/914,A/40/PV.96,Report of the Committee on the Elimination of Racial Discrimination : resolution / adopted by the General Assembly,Elimination of all forms of racial discrimination.,,,136,1,9,13,159,159,agenda,https://digitallibrary.un.org/record/279745
279833,A/RES/40/100,40,1985-12-13,1985,General Assembly,,A/40/963,A/40/PV.116,World social situation : resolution / adopted by the General Assembly,World social situation.,,,127,1,24,7,159,159,agenda,https://digitallibrary.un.org/record/279833
279834,A/RES/40/111,40,1985-12-13,1985,General Assembly,,A/40/969,A/40/PV.116,Human rights and use of scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,SCIENCE AND TECHNOLOGY--HUMAN RIGHTS,,127,9,16,7,159,159,agenda,https://digitallibrary.un.org/record/279834
279835,A/RES/40/112,40,1985-12-13,1985,General Assembly,,A/40/969,A/40/PV.116,Human rights and scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,SCIENCE AND TECHNOLOGY--HUMAN RIGHTS,,131,0,22,6,159,159,agenda,https://digitallibrary.un.org/record/279835
279836,A/RES/40/114,40,1985-12-13,1985,General Assembly,,A/40/983,A/40/PV.116,"Indivisibility and interdependence of economic, social, cultural, civil and political rights : resolution / adopted by the General Assembly",International Covenants on Human Rights.,HUMAN RIGHTS--TREATIES (1966),,134,1,19,5,159,159,agenda,https://digitallibrary.un.org/record/279836
279837,A/RES/40/124,40,1985-12-13,1985,General Assembly,,A/40/970,A/40/PV.116,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms : resolution / adopted by the General Assembly,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms.,HUMAN RIGHTS ADVANCEMENT--UN SYSTEM,,130,1,22,6,159,159,agenda,https://digitallibrary.un.org/record/279837
280774,A/RES/41/101,41,1986-12-04,1986,General Assembly,,A/41/809,A/41/PV.97,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights.,SELF-DETERMINATION OF PEOPLES,,126,18,12,3,159,159,agenda,https://digitallibrary.un.org/record/280774
280775,A/RES/41/102,41,1986-12-04,1986,General Assembly,,A/41/809,A/41/PV.97,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights.,SELF-DETERMINATION OF PEOPLES,,120,11,23,5,159,159,agenda,https://digitallibrary.un.org/record/280775
280776,A/RES/41/103,41,1986-12-04,1986,General Assembly,,A/41/793,A/41/PV.97,Status of the International Convention on the Suppression and Punishment of the Crime of Apartheid : resolution / adopted by the General Assembly,Elimination of all forms of racial discrimination.,,,128,1,27,3,159,159,agenda,https://digitallibrary.un.org/record/280776
280777,A/RES/41/113,41,1986-12-04,1986,General Assembly,,A/41/876,A/41/PV.97,Human rights and use of scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,SCIENCE AND TECHNOLOGY--HUMAN RIGHTS,,129,10,15,5,159,159,agenda,https://digitallibrary.un.org/record/280777
280778,A/RES/41/115,41,1986-12-04,1986,General Assembly,,A/41/876,A/41/PV.97,Human rights and scientific and technological developments : resolution / adopted by the General Assembly,Human rights and scientific and technological developments.,SCIENCE AND TECHNOLOGY--HUMAN RIGHTS,,131,0,24,4,159,159,agenda,https://digitallibrary.un.org/record/280778
280780,A/RES/41/117,41,1986-12-04,1986,General Assembly,,A/41/878,A/41/PV.97,"Indivisibility and interdependence of economic, social, cultural, civil and political rights : resolution / adopted by the General Assembly",International Covenants on Human Rights.,HUMAN RIGHTS--TREATIES (1966),,129,1,25,4,159,159,agenda,https://digitallibrary.un.org/record/280780
280782,A/RES/41/128,41,1986-12-04,1986,General Assembly,,A/41/925,A/41/PV.97,Declaration on the Right to Development : resolution / adopted by the General Assembly,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms.,HUMAN RIGHTS ADVANCEMENT--UN SYSTEM,,146,1,8,4,159,159,agenda,https://digitallibrary.un.org/record/280782
280783,A/RES/41/131,41,1986-12-04,1986,General Assembly,,A/41/925,A/41/PV.97,Alternative approaches and ways and means within the United Nations system for improving the effective enjoyment of human rights and fundamental freedoms : resolution / adopted by the General Assembly,Alternative approaches and ways and means within the United Nations System for improving the effective enjoyment of human rights and fundamental freedoms.,HUMAN RIGHTS ADVANCEMENT--UN SYSTEM,,134,1,21,3,159,159,agenda,https://digitallibrary.un.org/record/280783
